nit;ozanam vqSaB;am
vavqtsva Aj;O
goS;aZim D;iyam
pAhi triSaDasTa
saman;A samAn;An
id;am barh;iH
;api mqSyate
suBv:e g;arBam
agne UX;AH
asTAt pr;a
y;aH DqSZo
div;aH z;arDAya
;agne y;akSi
;akaveBiH indra
s;omasya dasrA
k;utsAya z;uSZam
ut;a me
;agrAdvAnA n;amasA
d;aDAnAH n;a
gqZAn;aH gqZat;e
jeH avqk;e
zruD;i naH
saty;am ;it
pat;ayat k;at
tav;asaH t;avIyaH
vAjini r;ada
Ut;I tv;am
kqZuh;i pIpih;i
somap;Atamam ;amatreBiH
pinvatam ;asakrAm
;amIvA y;A
daDire B;arAya
hav;iSmAn dvib;arhajmA
putr;aH ih;a
z;iraH dAs;asya
DanaMjay;am r;aZe-raZe
n;a jihv;Am
;ahan ;ahim
kart;qBiH BUt
vay;am te
jigye katar;aH
dadqkSe urviy;A
kar ;indraH
ty;at z;ambaram
h;avanA matIn;Am
pur;UZi h;i
saMc;akSi z;atravaH
sut;aH BUt
B;UyaH ;it
pAvaka r;ocase
zar;adaH dy;AvaH
aznuvantu d;ame-dame
s;aBqtayaH pqZ;anti
ant;ar samudr;e
ap;aH t;A
naH asm;in
rakSoy;uje t;apuH
;avase aB;Ike
;indram sucakr;e
t;ena v;izvAH
aruZay;ugBiH ;azvEH
h;aste v;izvAH
te raZayanta
pr;adqptiH s;UraH
staBAyaH ;aDArayaH
kqSv;a kqtno
suvit;Aya n;avyase
vid;uSA naya
vizpate kqZu
zazam;e z;amIBiH
riric;e mahitv;am
;upa yAti
;it v;iprAH
arakSata v;i
tanyati bruvAZ;aH
DAs;inA Ay;oH
jAtavedaH v;asUni
;otum s;a
yAtam ;adrim
citr;ABiH t;am
s;a vIry:eZa
r;odasI v;asvI
yajY;am t;uByam
t;A cak;Ara
u dr;oZe
kAr;oH h;avyam
;avase yajaDvam
agne v;EzvAnara
;uttare ;it
pajrahoSiZA n;a
yajY;eSu m;anuSaH
ray;im rayiv;ataH
dyumn;ena saMy;atA
dev;AH s;amanasaH
;aDa sma
cakAn;AH mah;aH
v;izvAH s;a
mitr;eZa v;aruZaH
gIrB;iH varDatAm
ukT;EH ;A
syuH ;indrAya
m;ama ;A
n;avIyaH janayasva
naH dAH
;aTa Im
aB;i urugAy;am
zukr;aH ;AtataH
tasTiv;AMsam vEzvAnar;aH
B;uvanA dev;aH
v;ajraH vartatAm
s;omArudrA yuv;am
;indram vaH
r;atnam m;ahi
carati k;Asu
;aCa ;indra
pqZ;anti n;a
jan;ayan dy;Am
ca j;anAn
k;qtvyaH p;arijmA
z;azvat ;iBam
sumn;am Imahe
paryet;A asti
Bara harivaH
vay;am ;iryam
av;AsqjaH ay;am
h;i vaH
s;anutyena ty;ajasA
hiraZy;ayA bAh;U
b;ADate t;amaH
;IxyaH ;asi
;apraTatam pqTiv;Im
vindate v;asu
;ayohanuH yajat;aH
dqz;aye k;am
naH ;A
n;are ;A
v;ahanti sIm
st;omaH avidat
vaha y;A
d;ame viz;Am
;A gaCatam
p;arSi ;aMhaH
;induBiH y;adi
pqTuyAman qSve
tanv:am ukS;amAZAH
;otum n;a
Barti v;Ajam
BadravAcaH bqh;at
priy;A priy;Asu
dEvavAt;Aya z;ikSan
priy;A D;Ama
tm;an iS;A
rarATe yuv;am
t;uByam ;anu
y;aH hariSW;AH
sah;asram paT;iBiH
tv;e DiS;aZA
h;i kSatr;am
;atan ;ahA
;ahim y;at
astu s;atvA
tv;am z;iraH
asm;AkAsaH y;e
gqZat;e rAsi
z;arDaH agne
v;izvAsAm janit;ArA
D;iyaH UhaTuH
ruruhuH sapt;a
k;at cit
n;avyam agne
;A ajatu
vyaTate pav;iH
Ut;I azy;Ama
bqh;at indra
;avase naH
s;Uryam uS;asam
v;i muca
v;ahantA h;otA
;azrAyi yajY;aH
indra zr;utyA
dr;oGAya cit
sukrato r;ajAMsi
urv;I dUred;qzA
v;izvam ;ahim
sud;AnuH sv;avAn
;uparam d;asAya
aB;i zr;avaH
tv;am vikS;u
s;omaH ;indram
m;AkiH nezat
;ahanI dy;OH
;indrAgnI k;aH
uB;A vAm
u naH
zat;am mahiS;An
;aCa yant;am
valg;U dasr;A
uB;e yujanta
tir;ate t;aturiH
Bar;advAjAya dAz;uSe
s;omasya vqSaZA
vavriv;AMsam h;an
zoc;iH BAn;avaH
pakv;am z;acyA
s;ahurI sapary;At
pqts;u s;Ahan
n;u d;ADqviH
urviy;A praTAn;Am
p;iprum z;ambaram
qSv;ayA y;aH
dUZ;AzA iy;am
n;a pr;adqptiH
sIm vqSan
yuv;am zrIB;iH
ray;im sOzravas;Aya
pitr;e dadATa
D;uniH indra
kqSwIn;Am aBavat
r;ocase ;aDa
naH aDr;uk
janayanta dev;AH
b;qhasp;atiH dev;ahUtO
gIrB;iH ukT;EH
h;astam daDAtu
sah;asram v;i
n;a te
im;e pIt;AH
j;anAya dr;uhvaZe
usr;aH pit;A
;amartyAH jihate
v;izvA B;uvanAni
mahn;A pqTivy;AH
ket;unA t;asya
;atiTim syon;e
d;uhAnAH ;indraH
sv;asaram ;upa
zr;eSWA dev;atAtA
;A Dak
;iSaH bqhat;IH
;arvA usr;aH
Ij;e yajY;eBiH
ukT;EH citr;ABiH
DqSZuy;A ;arca
pit;A iva
t;e janazr;iyam
AGqZe t;ayA
y;ojaneBiH Buj;antA
cit akt;Un
t;uByam pavante
aB;i asi
vy;antaH zravasy;avaH
vizv;AyuH y;aH
paZIn;Am h;qdayA
pUrvy;aH BUH
sUr;iH pqZati
tasTe m;ahi
s;ome st;ome
maDyam;ABiH niy;udBiH
roravIti j;anAya
im;A naH
z;arDAya z;ucayaH
;akavArim divy;am
bahul;A g;aBastI
t;amasaH cit
;A ABiH
;anDaH p;ari
m;andamAnAH kSatr;am
iS;ayantam pAvak;am
y;aH t;A
supr;atIkam Badr;am
div;aH ;indraH
j;AyamAnam z;izum
;asutAt indra
divy;am jigAti
t;amasi tasTiv;AMsam
kavIn;Am k;araH
svaD;A g;ayaH
qt;ena pUrv;IH
avam;A y;A
agn;iH tigm;ena
s;acasva nAy;am
akqZoH duSw;arItu
sUyavasy;U ant;ar
d;AH astu
pUrvy;aH papIyAt
te m;ahi
madir;AZi agman
yAtam avam;ABiH
urvy:UtiH v;asuH
z;avaH ay;am
apramqSy;am qj;izvane
napAt am;qtasya
hav;iSA vAvqDAn;A
dqz;e k;am
k;arZA G;oSAt
havante D;iyaH
mA aG;AH
p;ari t;amAMsi
vA vy;acasvantA
p;ayaH vizvajinvA
;indraH naH
;indrAviSZU t;at
cit;ayantam asm;e
matIn;Am y;aH
rAsi sumn;am
ayAn upavakt;A
n;a arirecIt
hat;aH vqtr;AZi
sukrato tv;Am
sapt;a v;iprAsaH
bisaK;AH iva
dev;avAtatamAH n;a
vay;AH zruSw;I
m;A naH
cit v;acase
u raZv;am
;aMhaH t;A
yajY;e agn;im
iva ;indrasya
kqZ;oti v;izvA
y;asmin h;aste
;aMhAMsi durit;A
mah;e sumn;Aya
;asti t;ABiH
v;izvABiH gIrB;iH
vanv;an ;avAtaH
yajY;AnAm h;otA
urviy;A sukr;atuH
zAs;am ;indram
n;u maniSye
t;asmE ;asati
m;aDyam ;antam
ih;ehamAtarA okiv;AMsA
agn;iH anuy;Ati
naH sumanasy;amAnA
sv;eBiH z;uSmEH
gAvaH medayaTa
tv;at ;ApaH
vid;aDat r;ajasaH
rudr;asya y;e
tir;aH zoc;iSA
y;aH arv;Ak
pqtanAS;Aw ;amqDraH
ay;AsaH mahn;A
arv;Ak yuv;am
v;asunaH purukS;uH
suvqkt;im prayat;i
;antaraH mitramahaH
u tvA
prad;ivaH ;apaH
maK;eByaH tv;iSImantaH
r;ajAMsi saty;am
syon;e ;A
h;otA tv;am
z;azvat baB;UTa
pur;UZi pqT;Uni
vqtrah;atye avIH
y;at indra
t;am indra
;apaH k;ar
g;ayam Aviv;eza
n;i p;arvatAH
reB;aH iSw;O
v;i t;u
vanv;an sur;ekZAH
dadAti n;a
sarsre s;a
n;i vqzca
y;Aman j;anasya
r;akSase het;im
gIrB;iH mitr;Av;aruZA
zoc;iSA y;Asat
v;asu pUS;A
mAt;A s;adam
pur;aH vaH
;aradaH gAt;um
vqtr;am s;iSakti
;agne h;otA
m;anuSaH dev;atAtA
y;aTA cit
h;avyaH ;asti
mitramahaH vanuSy;At
B;UreH ay;A
pIt;AH ukSayanta
z;arma te
s;omasya praTam;asya
;A vAm
n;a bqhat;aH
AB;iH y;aH
rodas;I sv;azociH
asya B;asat
;ISante jan;uSaH
s;omam pibatam
yuSm;e itT;A
svaDAvaH y;aH
enam praty;etana
tav;asam daDire
m;adAya ;ava
vqtrat;uram div;aH
jAnAmi ;otum
turv;azam y;adum
t;ava sv;EH
puruhUta vay;AH
u pUSZ;A
vAm ;anDaH
b;iBarSi AGqZe
dy;oH pr;a
z;uSmeBiH bisaK;AH
sv;At t;ava
p;iWInase dazasy;an
bqhat;e m;anma
h;i kS;Etavat
iS;ayan ;IxyaH
j;anasya divy;asya
